Date,UBS,HPQ,UNH,JNJ,JPM,HD
2020-04-15,8.18294906616211,13.177261352539062,265.92254638671875,132.444580078125,80.83432006835938,180.38705444335938
2020-04-16,8.000137329101562,13.388097763061523,281.7355651855469,134.24746704101562,77.75372314453125,181.6321563720703
2020-04-17,8.391875267028809,13.634074211120605,274.3058776855469,136.3553009033203,84.742919921875,190.3297882080078
2020-04-20,8.417990684509277,13.49351978302002,266.3569030761719,136.04135131835938,81.6534423828125,187.26699829101562
2020-04-21,8.052370071411133,12.667740821838379,258.8515625,134.25637817382812,79.28511047363281,182.32290649414062
2020-04-22,8.034958839416504,12.992778778076172,261.52325439453125,137.22537231445312,79.5433120727539,185.55836486816406
2020-04-23,8.1220121383667,12.843439102172852,269.368408203125,139.4856719970703,79.58780670166016,183.8770294189453
2020-04-24,8.191654205322266,13.177261352539062,274.99505615234375,138.90261840820312,80.76309204101562,192.8381805419922
2020-04-27,8.513749122619629,13.203619003295898,277.5345458984375,138.391357421875,84.24433135986328,197.90951538085938
2020-04-28,8.992538452148438,13.634074211120605,272.22900390625,135.79022216796875,84.84086608886719,197.7913818359375
2020-04-29,9.567085266113281,14.301722526550293,271.5586853027344,134.7587432861328,87.1290512084961,201.59033203125
2020-04-30,9.366865158081055,13.625289916992188,276.10894775390625,134.5792999267578,85.25932312011719,199.7908477783203
2020-05-01,9.044769287109375,12.922500610351562,268.59429931640625,133.00965881347656,83.0245590209961,198.64572143554688
2020-05-04,8.844549179077148,13.0894136428833,271.4548034667969,132.99172973632812,82.0362777709961,201.6175994873047
2020-05-05,8.722647666931152,13.01035213470459,276.6471252441406,134.09495544433594,81.9116439819336,205.0439453125
2020-05-06,8.668471336364746,12.878580093383789,272.615966796875,132.82131958007812,80.371337890625,203.5079803466797
2020-05-07,8.840035438537598,13.133339881896973,269.056884765625,132.3817901611328,81.208251953125,208.5338592529297
2020-05-08,8.984508514404297,13.757062911987305,270.9450378417969,133.37741088867188,82.53487396240234,213.05996704101562
2020-05-11,8.803915977478027,13.54622745513916,272.54046630859375,133.74513244628906,80.10423278808594,214.99578857421875
2020-05-12,8.659441947937012,13.063060760498047,271.60589599609375,131.9781494140625,77.48661804199219,211.6693878173828
2020-05-13,8.523995399475098,12.35148811340332,262.4483947753906,131.9691619873047,74.8155746459961,209.12464904785156
2020-05-14,8.45175838470459,12.746806144714355,274.3530578613281,132.4266357421875,77.92289733886719,213.10537719726562
2020-05-15,8.361462593078613,13.054274559020996,274.6835021972656,134.93812561035156,76.48053741455078,217.51327514648438
2020-05-18,8.993538856506348,14.161165237426758,276.94921875,135.00985717773438,80.53160095214844,222.9844970703125
2020-05-19,8.88518238067627,14.697039604187012,272.88031005859375,133.6644287109375,78.94678497314453,216.39537048339844
2020-05-20,9.110922813415527,15.197776794433594,271.8796691894531,132.4624786376953,81.31510162353516,216.4771728515625
2020-05-21,9.047717094421387,15.092362403869629,270.8600158691406,131.59246826171875,80.28230285644531,218.92198181152344
2020-05-22,8.867122650146484,14.934229850769043,273.7204895019531,130.39125061035156,79.6590576171875,219.83084106445312
2020-05-26,9.381814002990723,14.986939430236816,278.3936462402344,130.56283569335938,85.3127212524414,220.37611389160156
2020-05-27,9.788148880004883,15.039647102355957,286.7768859863281,130.86087036132812,90.254150390625,224.81124877929688
2020-05-28,9.706881523132324,13.186047554016113,286.9656677246094,132.73948669433594,88.90974426269531,222.79367065429688
2020-05-29,9.66173267364502,13.300251960754395,287.7964172363281,134.34715270996094,86.63935089111328,225.82916259765625
2020-06-01,9.806207656860352,13.29146671295166,288.8160400390625,132.93820190429688,87.78790283203125,224.7476348876953
2020-06-02,10.040977478027344,13.871265411376953,289.1748352050781,133.8955535888672,88.08170318603516,229.67356872558594
2020-06-03,10.47440242767334,14.811244010925293,288.2684631347656,134.25682067871094,92.83614349365234,229.48159790039062
2020-06-04,10.483431816101074,14.468632698059082,281.4051513671875,132.52272033691406,94.76820373535156,227.6073455810547
2020-06-05,10.528579711914062,15.29440975189209,294.4048767089844,133.0375518798828,99.03294372558594,233.04722595214844
2020-06-08,10.790441513061523,15.962058067321777,292.16748046875,132.55885314941406,101.0094985961914,234.7569122314453
2020-06-09,10.573728561401367,15.523842811584473,291.9125061035156,131.8273162841797,98.4186019897461,234.74777221679688
2020-06-10,10.375076293945312,14.9827241897583,288.6460876464844,133.4891357421875,94.42986297607422,232.6358184814453
2020-06-11,9.652702331542969,13.891620635986328,267.85791015625,127.23013305664062,86.5503158569336,218.9400634765625
2020-06-12,9.824267387390137,14.441607475280762,269.1985168457031,128.38619995117188,88.91864013671875,221.66458129882812
2020-06-15,9.87844467163086,14.964986801147461,270.2652587890625,127.5733413696289,90.14730834960938,220.6680450439453
2020-06-16,10.022918701171875,15.302072525024414,276.609375,130.47254943847656,90.86848449707031,228.5216064453125
2020-06-17,9.986801147460938,14.92063045501709,276.2317199707031,130.0751495361328,88.5714111328125,229.34446716308594
2020-06-18,10.004859924316406,15.009339332580566,275.17437744140625,129.5242156982422,88.09062194824219,227.8450469970703
2020-06-19,9.770089149475098,14.885149002075195,276.1319885253906,129.90354919433594,87.08451843261719,225.5044708251953
2020-06-22,9.986801147460938,15.018205642700195,277.48785400390625,129.50613403320312,86.1407699584961,227.79933166503906
2020-06-23,10.167393684387207,15.089174270629883,282.1620788574219,129.0274200439453,87.19136810302734,228.85072326660156
2020-06-24,9.896504402160645,14.37064266204834,274.1788635253906,126.28180694580078,84.2799301147461,225.0290985107422
2020-06-25,10.293808937072754,14.521445274353027,280.8536376953125,126.14632415771484,87.21808624267578,224.34341430664062
2020-06-26,10.131274223327637,14.734342575073242,271.9981384277344,124.46641540527344,82.43692779541016,220.34803771972656
2020-06-29,10.275750160217285,15.195623397827148,274.7287292480469,125.57731628417969,82.80197143554688,225.0199432373047
2020-06-30,10.420225143432617,15.461747169494629,279.6495056152344,127.01338195800781,83.74573516845703,229.03359985351562
2020-07-01,10.302837371826172,15.080302238464355,282.28533935546875,126.7875747680664,83.03346252441406,226.8759002685547
2020-07-02,10.519550323486328,15.1423978805542,282.7877502441406,127.32041931152344,83.30316925048828,227.19590759277344
2020-07-06,10.772380828857422,15.488358497619629,287.1017761230469,129.1358184814453,85.40687561035156,228.1558837890625
2020-07-07,10.573728561401367,14.752084732055664,281.2613220214844,129.0183868408203,82.99750518798828,226.14450073242188
2020-07-08,10.718202590942383,14.858531951904297,282.88262939453125,129.39773559570312,83.8785400390625,227.80848693847656
2020-07-09,10.537610054016113,14.556927680969238,276.0561218261719,128.69329833984375,82.06251525878906,226.70220947265625
2020-07-10,10.772380828857422,15.071434020996094,276.12249755859375,128.58489990234375,86.54863739013672,228.6678924560547
2020-07-13,10.65499496459961,15.151269912719727,284.1626281738281,131.14993286132812,87.78929138183594,228.2198944091797
2020-07-14,10.980063438415527,15.781094551086426,292.51556396484375,133.5974884033203,88.29270935058594,235.6894989013672
2020-07-15,10.898796081542969,15.781094551086426,288.29644775390625,133.9045867919922,89.65925598144531,235.6986083984375
2020-07-16,10.898796081542969,15.816575050354004,291.2167053222656,134.79872131347656,89.91097259521484,235.95458984375
2020-07-17,10.898796081542969,15.568196296691895,290.6288146972656,134.88902282714844,88.24778747558594,238.0574188232422
2020-07-20,10.85364818572998,15.656903266906738,287.71807861328125,135.11485290527344,87.47463989257812,237.86546325683594
2020-07-21,11.115508079528809,15.50610065460205,289.2824401855469,135.24127197265625,89.3715591430664,239.92254638671875
2020-07-22,11.160655975341797,15.72786808013916,290.79949951171875,135.48516845703125,88.72425842285156,242.43679809570312
2020-07-23,10.980063438415527,15.66577434539795,287.2534484863281,135.1239013671875,88.9849853515625,241.193359375
2020-07-24,10.989092826843262,15.523842811584473,285.1866149902344,133.7781524658203,88.35565948486328,242.5648193359375
2020-07-27,11.106478691101074,15.798836708068848,283.1101989746094,132.9291229248047,87.1150131225586,244.49388122558594
2020-07-28,10.907825469970703,14.81418228149414,284.3712158203125,132.61306762695312,87.49259948730469,242.537353515625
2020-07-29,10.81752872467041,15.151269912719727,290.7710266113281,132.3511199951172,89.61428833007812,241.97048950195312
2020-07-30,10.600817680358887,15.293203353881836,289.3962707519531,132.62205505371094,87.22289276123047,243.47901916503906
2020-07-31,10.546638488769531,15.594807624816895,287.07330322265625,131.64662170410156,86.88125610351562,242.72935485839844
2020-08-03,10.69111442565918,15.76335620880127,287.8603515625,133.08270263671875,86.39580535888672,243.3601531982422
2020-08-04,10.835588455200195,15.869802474975586,288.7041320800781,132.96530151367188,85.9013442993164,244.90528869628906
2020-08-05,11.0252103805542,15.940764427185059,296.2606506347656,134.03102111816406,87.39372253417969,244.54872131347656
2020-08-06,11.052300453186035,16.20688819885254,297.7681884765625,133.26333618164062,87.4206771850586,246.27670288085938
2020-08-07,11.00715160369873,16.38430404663086,300.58416748046875,134.21168518066406,89.34457397460938,248.3521270751953
2020-08-10,11.088418960571289,16.836713790893555,302.5467529296875,133.6968536376953,90.47734069824219,251.17723083496094
