Date,NVS,SNY,CSCO,KO,PEP,TWX
2020-02-10,80.07743835449219,44.129554748535156,42.81169128417969,52.315704345703125,129.21058654785156,
2020-02-11,80.74324035644531,44.13816833496094,43.039466857910156,52.175621032714844,129.58311462402344,
2020-02-12,81.3843994140625,43.61260986328125,43.74029541015625,52.01800537109375,129.58311462402344,
2020-02-13,80.36512756347656,43.078433990478516,41.453853607177734,52.19313049316406,129.92906188964844,
2020-02-14,80.25005340576172,43.018131256103516,41.147239685058594,52.49082565307617,130.39036560058594,
2020-02-18,79.89659118652344,44.06062316894531,40.8143424987793,52.12308120727539,129.15728759765625,
2020-02-19,79.91304016113281,43.690155029296875,40.55153274536133,52.333213806152344,129.0952606201172,
2020-02-20,79.14860534667969,43.72461700439453,41.04210662841797,52.28944778442383,128.7670135498047,
2020-02-21,79.53492736816406,43.81077194213867,40.5602912902832,52.6484260559082,129.3791046142578,
2020-02-24,74.04409790039062,42.94058609008789,38.54542541503906,51.352569580078125,126.5315933227539,
2020-02-25,72.29326629638672,42.22548294067383,37.441619873046875,50.625850677490234,125.1655502319336,
2020-02-26,71.6028060913086,42.60457229614258,36.93352508544922,50.43321990966797,125.9461441040039,
2020-02-27,70.70685577392578,41.4931526184082,35.076332092285156,48.09542465209961,120.96968078613281,
2020-02-28,69.01355743408203,39.847557067871094,34.9799690246582,46.83460235595703,117.11981201171875,
2020-03-02,71.40553283691406,41.992862701416016,36.066246032714844,48.96225357055664,122.04303741455078,
2020-03-03,71.22836303710938,41.10544967651367,35.076332092285156,49.08483123779297,120.26889038085938,
2020-03-04,74.66114807128906,43.5436897277832,36.258975982666016,51.58897399902344,126.30982971191406,
2020-03-05,73.09382629394531,43.0267448425293,34.66460418701172,49.68022918701172,123.33148956298828,
2020-03-06,73.01715850830078,41.7343864440918,34.760963439941406,48.38436508178711,122.58131408691406,
2020-03-09,69.38844299316406,38.960140228271484,33.25419235229492,45.407405853271484,116.2406005859375,
2020-03-10,72.36126708984375,39.770015716552734,35.11137008666992,46.98344802856445,119.79497528076172,
2020-03-11,69.9676742553711,38.589664459228516,32.456993103027344,45.713863372802734,115.87444305419922,
2020-03-12,63.09357452392578,35.212318420410156,29.084272384643555,41.292198181152344,103.00545501708984,
2020-03-13,67.8125991821289,37.667789459228516,32.97385025024414,42.811405181884766,113.82040405273438,
2020-03-16,62.301395416259766,35.772335052490234,29.531044006347656,39.97614669799805,100.99607849121094,
2020-03-17,65.5467758178711,37.57301330566406,31.099143981933594,41.671993255615234,114.06153106689453,
2020-03-18,63.851680755615234,35.884342193603516,32.5183219909668,39.614009857177734,107.98873901367188,
2020-03-19,64.36276245117188,34.98830795288086,33.03518295288086,36.94657897949219,104.79158782958984,
2020-03-20,61.688079833984375,32.7568473815918,31.18675422668457,33.82868957519531,92.81566619873047,
2020-03-23,60.19741439819336,33.23070526123047,30.310720443725586,33.17508316040039,93.93197631835938,
2020-03-24,62.65914535522461,34.62644958496094,33.814849853515625,34.84443283081055,101.6658706665039,
2020-03-25,65.49567413330078,35.643096923828125,33.00014114379883,36.75226593017578,100.46917724609375,
2020-03-26,67.92333221435547,37.00437545776367,35.54939651489258,39.119384765625,107.3993148803711,
2020-03-27,67.53150177001953,36.56497573852539,34.0075798034668,37.81217956542969,107.57791900634766,
2020-03-30,69.76324462890625,38.50351333618164,35.32162094116211,39.74650192260742,112.06108856201172,
2020-03-31,70.23173522949219,37.667789459228516,34.43683624267578,39.08406066894531,107.25642395019531,
2020-04-01,68.9369888305664,36.96991729736328,33.57831573486328,37.20272445678711,105.48816680908203,
2020-04-02,71.21131896972656,37.48685836791992,35.196659088134766,38.819087982177734,110.61433410644531,
2020-04-03,71.24539184570312,38.6241340637207,34.54225158691406,38.71308898925781,111.26625061035156,
2020-04-06,73.02568054199219,39.73554992675781,36.63813400268555,41.221534729003906,117.13367462158203,
2020-04-07,71.54352569580078,38.42596435546875,35.93949890136719,41.08021545410156,116.5263671875,
2020-04-08,72.9319839477539,38.92567825317383,36.91227340698242,42.23728561401367,118.42859649658203,
2020-04-09,72.27607727050781,39.16691589355469,36.43473434448242,43.27952575683594,119.33953857421875,
2020-04-13,71.72240447998047,38.23642349243164,36.45241928100586,41.4511833190918,116.89253234863281,
2020-04-14,73.44305419921875,39.606319427490234,37.83198547363281,43.20885467529297,123.59941101074219,
2020-04-15,72.92345428466797,38.89982986450195,36.71772384643555,42.05179977416992,120.58981323242188,
2020-04-16,74.56745147705078,39.74416732788086,36.70003128051758,41.60133361816406,121.13455963134766,
2020-04-17,76.05811309814453,41.13990783691406,37.566680908203125,42.44926834106445,122.84031677246094,
2020-04-20,76.47550964355469,41.59653854370117,37.619747161865234,41.09788131713867,120.16116333007812,
2020-04-21,75.18926239013672,41.87224197387695,35.85991668701172,40.082130432128906,116.93717956542969,
2020-04-22,75.21483612060547,41.51899719238281,36.92995834350586,40.34712219238281,118.43753814697266,
2020-04-23,75.0444564819336,41.6740837097168,36.80615234375,39.808326721191406,116.32991790771484,
2020-04-24,75.85369110107422,42.94919967651367,37.60205841064453,40.126304626464844,119.99144744873047,
2020-04-27,76.31365966796875,43.6212272644043,38.0796012878418,41.31869125366211,120.08076477050781,
2020-04-28,74.99335479736328,42.96643829345703,37.57552719116211,41.28336715698242,121.74185180664062,
2020-04-29,73.00863647460938,42.21686935424805,38.32722473144531,41.61900329589844,119.09840393066406,
2020-04-30,72.17387390136719,41.84427261352539,37.47825241088867,40.53260040283203,118.14280700683594,
2020-05-01,71.04948425292969,41.86213684082031,36.18711853027344,40.276451110839844,116.22274017333984,
2020-05-04,71.55204010009766,43.220314025878906,36.5673828125,39.87015151977539,116.91932678222656,
2020-05-05,72.19090270996094,43.83685302734375,36.6646614074707,40.09980392456055,117.58910369873047,
2020-05-06,72.70198822021484,44.095977783203125,36.3905143737793,39.525691986083984,116.79428100585938,
2020-05-07,72.12274932861328,43.24711990356445,36.58506774902344,39.39319610595703,117.48197174072266,
2020-05-08,72.34423065185547,42.96118927001953,38.01769256591797,40.72691345214844,119.8753433227539,
2020-05-11,73.75822448730469,43.06841278076172,38.30952453613281,40.22346878051758,120.00931549072266,
2020-05-12,72.53162384033203,43.095218658447266,38.22109603881836,39.587520599365234,118.72330474853516,
2020-05-13,72.57421112060547,43.16670227050781,37.09798812866211,38.81024169921875,118.74116516113281,
2020-05-14,71.57760620117188,42.5948371887207,38.778228759765625,38.5982666015625,118.84833526611328,
2020-05-15,71.56907653808594,42.228485107421875,39.1496467590332,38.20964050292969,121.41140747070312,
2020-05-18,72.27607727050781,42.568031311035156,39.848270416259766,39.72000503540039,121.02741241455078,
2020-05-19,72.59977722167969,42.17487716674805,39.4503288269043,39.34021759033203,117.6426773071289,
2020-05-20,73.21307373046875,42.657386779785156,40.184329986572266,40.53260040283203,117.22296142578125,
2020-05-21,72.39533233642578,42.389320373535156,39.476844787597656,39.89665603637695,116.28526306152344,
2020-05-22,72.32720184326172,42.264225006103516,39.70677947998047,39.77299499511719,116.5263671875,
2020-05-26,72.44644927978516,42.2374267578125,39.65372848510742,40.70925521850586,115.87444305419922,
2020-05-27,71.93535614013672,42.43400192260742,40.64418029785156,41.274539947509766,116.82108306884766,
2020-05-28,73.4941635131836,43.49730682373047,40.32582092285156,41.59251022338867,118.14280700683594,
2020-05-29,74.47374725341797,43.88153076171875,42.28905487060547,41.23037338256836,117.48197174072266,
2020-06-01,73.83488464355469,44.221073150634766,40.944854736328125,41.504180908203125,118.76797485351562,
2020-06-02,73.64749145507812,44.57848358154297,41.46661376953125,41.42469024658203,118.44647979736328,
2020-06-03,73.0001220703125,44.30149459838867,41.510826110839844,42.30794906616211,118.61616516113281,
2020-06-04,72.50607299804688,44.63209915161133,41.44009017944336,42.32560729980469,117.51185607910156,
2020-06-05,73.16197204589844,44.76612854003906,42.29789352416992,43.359012603759766,119.19483184814453,
2020-06-08,72.97457122802734,45.40053939819336,42.563201904296875,44.03028869628906,118.98783874511719,
